연도,역명,승차총승객수,하차총승객수,총이용량
2022,신도림,46535,46034,92569
2022,대림,23703,24394,48097
2022,구로디지털단지,60098,59717,119815
2022,신대방,25764,25050,50814
2022,신림,63104,60538,123642
2022,봉천,23686,22162,45848
2022,사당,35433,38249,73682
2022,방배,16748,17151,33899
2022,교대,35175,39824,74999
2022,강남,87398,85315,172713
2022,삼성,52070,52410,104480
2022,잠실,66420,66215,132635
2022,잠실나루,14628,14133,28761
2022,구의,23925,23336,47261
2022,건대입구,33606,35200,68806
2022,성수,38088,41342,79430
2022,한양대,6725,6964,13689
2022,왕십리,15586,12893,28479
2022,신당,13793,14252,28045
2022,시청,23830,23067,46897
2022,상왕십리,14277,13680,27957
2022,시청,21968,20967,42935
2022,신당,13800,14223,28023
2022,상왕십리,14190,13404,27594
2022,왕십리,15515,12935,28450
2022,한양대,6257,6458,12715
2022,성수,36274,39245,75519
2022,건대입구,35378,36881,72259
2022,구의,23469,22689,46158
2022,잠실나루,14165,13376,27541
2022,잠실,66146,65513,131659
2022,삼성,49950,49315,99265
2022,강남,86385,83877,170262
2022,교대,32776,36595,69371
2022,방배,15354,16380,31734
2022,사당,34683,37854,72537
2022,봉천,23605,21180,44785
2022,신림,63605,59295,122900
2022,신대방,25688,24188,49876
2022,구로디지털단지,57624,56705,114329
2022,대림,23561,24111,47672
2022,신도림,46983,46685,93668
2022,문래,20584,21022,41606
2022,영등포구청,22356,22941,45297
2022,당산,17390,19857,37247
2022,합정,30507,31896,62403
2022,홍대입구,53953,55044,108997
2022,이대,12577,12681,25258
2022,아현,9804,9239,19043
2022,충정로,9281,9807,19088
2022,용답,2682,2566,5248
2022,신설동,3839,3646,7485
2022,양천구청,6710,6901,13611
2022,용두,2648,2719,5367
2022,용두,1614,1645,3259
2022,양천구청,3689,3672,7361
2022,신설동,2994,2956,5950
2022,용답,1888,1710,3598
2022,충정로,4139,4172,8311
2022,아현,5938,5564,11502
2022,이대,7598,7256,14854
2022,홍대입구,47166,47569,94735
2022,합정,20557,21749,42306
2022,당산,9027,9636,18663
2022,영등포구청,9413,9308,18721
2022,문래,8463,8664,17127
2022,신도림,28405,28328,56733
2022,대림,15127,16037,31164
2022,구로디지털단지,27413,25446,52859
2022,신대방,16405,14670,31075
2022,신림,41764,36642,78406
2022,봉천,14330,12551,26881
2022,사당,21888,23978,45866
2022,방배,7168,7684,14852
2022,교대,13106,14424,27530
2022,강남,46702,45958,92660
2022,삼성,19407,19342,38749
2022,잠실,46446,44730,91176
2022,잠실나루,6029,5886,11915
2022,구의,13451,12550,26001
2022,건대입구,26634,27417,54051
2022,성수,15279,16135,31414
2022,한양대,2304,2281,4585
2022,왕십리,10111,8229,18340
2022,상왕십리,7862,7206,15068
2022,신당,9226,9255,18481
2022,시청,5799,4963,10762
2022,용두,1238,1196,2434
2022,양천구청,2660,2673,5333
2022,신설동,2514,2605,5119
2022,용답,1456,1376,2832
2022,충정로,2719,2773,5492
2022,아현,4259,4030,8289
2022,이대,4984,4709,9693
2022,홍대입구,35149,34713,69862
2022,합정,14690,15094,29784
2022,당산,6121,6610,12731
2022,영등포구청,5962,6009,11971
2022,문래,5579,5819,11398
2022,신도림,20382,20410,40792
2022,대림,12149,12872,25021
2022,구로디지털단지,18368,17111,35479
2022,신대방,12362,11121,23483
2022,신림,30405,26212,56617
2022,봉천,10023,8503,18526
2022,사당,14732,16128,30860
2022,방배,4906,5189,10095
2022,교대,7449,8143,15592
2022,강남,26059,25004,51063
2022,삼성,14770,14392,29162
2022,잠실,36173,34622,70795
2022,잠실나루,3954,3817,7771
2022,구의,9212,8547,17759
2022,건대입구,20565,20469,41034
2022,성수,10838,11602,22440
2022,한양대,1489,1360,2849
2022,왕십리,6977,5849,12826
2022,상왕십리,5839,5328,11167
2022,신당,6633,6805,13438
2022,시청,4417,3647,8064
2022,용두,851,847,1698
2022,양천구청,2004,2059,4063
2022,신설동,1362,1318,2680
2022,용답,1172,1128,2300
2022,충정로,2274,2310,4584
2022,아현,3194,3050,6244
2022,이대,3578,3393,6971
2022,홍대입구,25297,24169,49466
2022,합정,9989,10210,20199
2022,당산,4748,4954,9702
2022,영등포구청,4699,4651,9350
2022,문래,4056,4251,8307
2022,신도림,14964,15188,30152
2022,대림,9571,10216,19787
2022,구로디지털단지,14330,13472,27802
2022,신대방,9484,8862,18346
2022,신림,23366,20345,43711
2022,봉천,7549,6603,14152
2022,사당,10684,11885,22569
2022,방배,3350,3465,6815
2022,교대,5477,5907,11384
2022,강남,18308,17141,35449
2022,삼성,9989,9555,19544
2022,잠실,26747,25859,52606
2022,잠실나루,3125,3118,6243
2022,구의,6973,6684,13657
2022,건대입구,15140,15279,30419
2022,성수,7513,8055,15568
2022,한양대,1207,1104,2311
2022,왕십리,5161,4127,9288
2022,상왕십리,4165,3982,8147
2022,신당,4981,5121,10102
2022,시청,2790,2247,5037
2022,용두,563,627,1190
2022,양천구청,2013,2121,4134
2022,신설동,862,912,1774
2022,용답,982,1097,2079
2022,충정로,1974,2156,4130
2022,아현,2755,3005,5760
2022,이대,2850,3186,6036
2022,홍대입구,18355,19663,38018
2022,합정,7427,8312,15739
2022,당산,4112,4561,8673
2022,영등포구청,3845,4217,8062
2022,문래,3305,3451,6756
2022,신도림,12259,12931,25190
2022,대림,7685,8678,16363
2022,구로디지털단지,11935,13310,25245
2022,신대방,8420,9382,17802
2022,신림,19446,23401,42847
2022,봉천,5972,6781,12753
2022,사당,9376,10026,19402
2022,방배,2720,2933,5653
2022,교대,3830,4233,8063
2022,강남,12192,12225,24417
2022,삼성,8602,8132,16734
2022,잠실,22539,20628,43167
2022,잠실나루,2782,2763,5545
2022,구의,5832,6553,12385
2022,건대입구,12468,14328,26796
2022,성수,5137,6014,11151
2022,한양대,998,1091,2089
2022,왕십리,4167,3874,8041
2022,상왕십리,3777,4062,7839
2022,신당,3709,4257,7966
2022,시청,2516,2385,4901
2022,시청,3922,3480,7402
2022,신당,5278,6013,11291
2022,상왕십리,4950,5367,10317
2022,왕십리,6132,6104,12236
2022,한양대,1355,1697,3052
2022,성수,9894,11113,21007
2022,건대입구,18908,21842,40750
2022,구의,8082,9031,17113
2022,잠실나루,3620,3807,7427
2022,잠실,36509,33632,70141
2022,삼성,14599,14232,28831
2022,강남,23905,22983,46888
2022,교대,7267,8203,15470
2022,방배,4290,4744,9034
2022,사당,14687,16403,31090
2022,봉천,7990,9324,17314
2022,신림,25843,30769,56612
2022,신대방,10456,11780,22236
2022,구로디지털단지,16668,18435,35103
2022,대림,10316,10727,21043
2022,신도림,18264,19064,37328
2022,문래,5244,5549,10793
2022,영등포구청,6123,6556,12679
2022,당산,5843,6321,12164
2022,합정,12924,14577,27501
2022,홍대입구,32410,34201,66611
2022,이대,3929,5239,9168
2022,아현,3481,3683,7164
2022,충정로,2639,2946,5585
2022,용답,1192,1373,2565
2022,신설동,1425,1538,2963
2022,양천구청,2443,2456,4899
2022,용두,839,950,1789
2022,용두,1960,2086,4046
2022,양천구청,6065,6377,12442
2022,신설동,2889,3040,5929
2022,용답,2308,2444,4752
2022,충정로,8859,9280,18139
2022,아현,8851,8754,17605
2022,이대,10492,11639,22131
2022,홍대입구,46546,47687,94233
2022,합정,26399,27522,53921
2022,당산,15721,18128,33849
2022,영등포구청,20581,21096,41677
2022,문래,19102,19408,38510
2022,신도림,41307,41022,82329
2022,대림,21221,21578,42799
2022,구로디지털단지,52174,52355,104529
2022,신대방,22951,22757,45708
2022,신림,54914,55941,110855
2022,봉천,20568,20058,40626
2022,사당,29962,33183,63145
2022,방배,13890,14711,28601
2022,교대,29561,32992,62553
2022,강남,76628,74210,150838
2022,삼성,44336,43877,88213
2022,잠실,58185,57664,115849
2022,잠실나루,12918,12679,25597
2022,구의,20783,21115,41898
2022,건대입구,29276,31604,60880
2022,성수,33200,35605,68805
2022,한양대,5869,6332,12201
2022,왕십리,13103,11356,24459
2022,상왕십리,12461,12628,25089
2022,신당,11716,12364,24080
2022,시청,20461,19671,40132
2022,용두,2145,2177,4322
2022,양천구청,6369,6713,13082
2022,신설동,3179,3283,6462
2022,용답,2469,2513,4982
2022,충정로,9050,9617,18667
2022,아현,9489,9248,18737
2022,이대,11624,12420,24044
2022,홍대입구,51236,52727,103963
2022,합정,29174,30537,59711
2022,당산,16844,19254,36098
2022,영등포구청,21268,21561,42829
2022,문래,19784,20176,39960
2022,신도림,44235,43958,88193
2022,대림,21771,22482,44253
2022,구로디지털단지,54993,55304,110297
2022,신대방,24256,23912,48168
2022,신림,58841,58500,117341
2022,봉천,21852,20923,42775
2022,사당,33218,36066,69284
2022,방배,15194,15714,30908
2022,교대,31675,35537,67212
2022,강남,83260,81092,164352
2022,삼성,46205,46139,92344
2022,잠실,62610,61353,123963
2022,잠실나루,13475,12849,26324
2022,구의,22021,21961,43982
2022,건대입구,31745,34371,66116
2022,성수,35319,37779,73098
2022,한양대,6193,6325,12518
2022,왕십리,14560,12378,26938
2022,상왕십리,13402,13162,26564
2022,신당,12748,13305,26053
2022,시청,21835,20882,42717
2022,합정,24056,25854,49910
2022,이대,7888,8415,16303
2022,아현,5971,5781,11752
2022,충정로,4151,4294,8445
2022,용답,1736,1711,3447
2022,신설동,2555,2633,5188
2022,양천구청,3570,3711,7281
2022,용두,1362,1367,2729
2022,시청,7111,6315,13426
2022,신당,9235,9510,18745
2022,상왕십리,8140,7937,16077
2022,왕십리,10821,9486,20307
2022,한양대,2714,2804,5518
2022,성수,16650,18070,34720
2022,건대입구,27720,29631,57351
2022,구의,13975,13842,27817
2022,잠실나루,6040,5896,11936
2022,잠실,50475,47748,98223
2022,삼성,24387,24117,48504
2022,강남,54188,52583,106771
2022,교대,14623,16322,30945
2022,방배,8056,8343,16399
2022,사당,25012,27112,52124
2022,봉천,14585,14113,28698
2022,신림,42273,42100,84373
2022,신대방,16534,16322,32856
2022,구로디지털단지,29021,28634,57655
2022,대림,14370,15418,29788
2022,신도림,31885,32231,64116
2022,문래,9318,9618,18936
2022,영등포구청,10737,11095,21832
2022,당산,9764,10780,20544
2022,홍대입구,52918,54533,107451
2022,한양대,1751,1857,3608
2022,홍대입구,39899,38842,78741
2022,용두,900,883,1783
2022,양천구청,2599,2773,5372
2022,신설동,2235,2444,4679
2022,용답,1328,1366,2694
2022,충정로,3029,3127,6156
2022,합정,17287,18076,35363
2022,아현,4349,4338,8687
2022,당산,6768,7482,14250
2022,영등포구청,6719,6945,13664
2022,문래,6313,6479,12792
2022,신도림,22949,23322,46271
2022,대림,11498,11893,23391
2022,구로디지털단지,19385,19197,38582
2022,신대방,12536,12355,24891
2022,신림,31357,30942,62299
2022,봉천,10196,10181,20377
2022,사당,17539,19165,36704
2022,방배,5550,6076,11626
2022,교대,8637,9623,18260
2022,강남,29281,28033,57314
2022,삼성,17513,16811,34324
2022,잠실,37179,35210,72389
2022,잠실나루,4058,4200,8258
2022,구의,9500,9676,19176
2022,건대입구,21418,21870,43288
2022,성수,11701,12407,24108
2022,왕십리,7580,6588,14168
2022,상왕십리,5730,5922,11652
2022,신당,6701,7014,13715
2022,시청,4504,3820,8324
2022,이대,5634,6101,11735
2022,시청,22345,21664,44009
2022,신당,12726,13072,25798
2022,상왕십리,13535,13387,26922
2022,왕십리,14221,11701,25922
2022,한양대,6498,6837,13335
2022,성수,35966,38589,74555
2022,건대입구,30733,32604,63337
2022,구의,22240,22227,44467
2022,잠실나루,13490,13245,26735
2022,잠실,58794,58722,117516
2022,삼성,48612,48568,97180
2022,강남,81821,80344,162165
2022,교대,32501,36133,68634
2022,방배,15165,15764,30929
2022,사당,32360,35226,67586
2022,봉천,22670,21555,44225
2022,신림,58784,57941,116725
2022,신대방,24907,24300,49207
2022,구로디지털단지,57405,57874,115279
2022,대림,22772,23157,45929
2022,신도림,43130,42062,85192
2022,문래,20490,20878,41368
2022,영등포구청,22170,22677,44847
2022,당산,16877,19687,36564
2022,합정,27491,28114,55605
2022,홍대입구,45748,46300,92048
2022,이대,11668,12348,24016
2022,아현,9291,9038,18329
2022,충정로,9379,9823,19202
2022,용답,2439,2448,4887
2022,신설동,3148,3278,6426
2022,양천구청,6468,6861,13329
2022,용두,2239,2351,4590
2022,용두,2282,2408,4690
2022,양천구청,6568,6853,13421
2022,신설동,3150,3228,6378
2022,용답,2492,2504,4996
2022,충정로,9727,10148,19875
2022,이대,11608,12587,24195
2022,홍대입구,46324,46901,93225
2022,합정,28005,29042,57047
2022,당산,17116,19966,37082
2022,영등포구청,22649,23082,45731
2022,문래,20527,20787,41314
2022,신도림,44091,43454,87545
2022,대림,22877,23364,46241
2022,구로디지털단지,57806,57855,115661
2022,신대방,24874,24637,49511
2022,신림,59342,58415,117757
2022,봉천,22774,21467,44241
2022,사당,33539,36299,69838
2022,방배,15409,16286,31695
2022,교대,32992,36737,69729
2022,강남,82469,80567,163036
2022,삼성,48561,48322,96883
2022,잠실,60928,60050,120978
2022,잠실나루,14357,14057,28414
2022,구의,22790,22781,45571
2022,건대입구,31415,32981,64396
2022,성수,37022,39881,76903
2022,한양대,6444,6848,13292
2022,왕십리,14477,11975,26452
2022,상왕십리,13444,13160,26604
2022,신당,13180,13534,26714
2022,시청,22866,22147,45013
2022,아현,9433,9170,18603
2022,시청,23050,22639,45689
2022,신당,12955,13282,26237
2022,상왕십리,13697,13584,27281
2022,왕십리,14750,12128,26878
2022,한양대,6581,6875,13456
2022,성수,36777,39743,76520
2022,건대입구,31139,33219,64358
2022,구의,23023,22760,45783
2022,잠실나루,14272,13842,28114
2022,잠실,62171,61072,123243
2022,삼성,50034,50085,100119
2022,강남,80793,78754,159547
2022,교대,32903,36940,69843
2022,방배,15707,16492,32199
2022,사당,33853,36663,70516
2022,봉천,22680,21476,44156
2022,신림,60056,58673,118729
2022,신대방,24910,24555,49465
2022,구로디지털단지,57693,57766,115459
2022,대림,22861,23271,46132
2022,신도림,44107,43197,87304
2022,문래,20629,21019,41648
2022,영등포구청,22229,22884,45113
2022,당산,17587,20319,37906
2022,합정,28899,29477,58376
2022,홍대입구,47562,48334,95896
2022,이대,11983,12607,24590
2022,아현,9645,9354,18999
2022,충정로,9848,10662,20510
2022,용답,2587,2603,5190
2022,신설동,3204,3318,6522
2022,양천구청,6557,6838,13395
2022,용두,2223,2365,4588
2022,방배,15633,16324,31957
2022,사당,34149,37006,71155
2022,봉천,22469,21310,43779
2022,신림,59971,58842,118813
2022,신대방,25176,24604,49780
2022,구로디지털단지,57568,57393,114961
2022,대림,22547,23187,45734
2022,신도림,44378,43888,88266
2022,문래,20638,20928,41566
2022,영등포구청,22273,22802,45075
2022,당산,17549,20149,37698
2022,합정,29012,30191,59203
2022,홍대입구,48587,49601,98188
2022,이대,11737,12411,24148
2022,아현,9609,9199,18808
2022,충정로,9468,10059,19527
2022,용답,2530,2571,5101
2022,신설동,3220,3242,6462
2022,양천구청,6543,6866,13409
2022,용두,2210,2325,4535
2022,시청,22715,22010,44725
2022,신당,12942,13479,26421
2022,상왕십리,13375,13269,26644
2022,왕십리,14445,12114,26559
2022,한양대,6522,6860,13382
2022,성수,36583,39473,76056
2022,건대입구,31348,33216,64564
2022,구의,22640,22484,45124
2022,잠실나루,14013,13623,27636
2022,잠실,62478,61855,124333
2022,삼성,49380,49727,99107
2022,강남,81452,79256,160708
2022,교대,32816,36773,69589
2022,양천구청,6438,6792,13230
2022,아현,9828,9316,19144
2022,시청,22244,21453,43697
2022,신당,13358,13650,27008
2022,상왕십리,13787,13366,27153
2022,왕십리,15272,12850,28122
2022,한양대,6520,6801,13321
2022,성수,36656,39686,76342
2022,건대입구,33388,35840,69228
2022,구의,23237,22811,46048
2022,잠실나루,14143,13479,27622
2022,잠실,64495,63428,127923
2022,삼성,49238,49208,98446
2022,강남,84950,82108,167058
2022,교대,33130,37278,70408
2022,방배,16380,17029,33409
2022,사당,36029,38715,74744
2022,봉천,22849,21495,44344
2022,신림,61018,59648,120666
2022,신대방,25315,24777,50092
2022,구로디지털단지,57367,57129,114496
2022,대림,22997,23539,46536
2022,신도림,45858,45907,91765
2022,문래,20497,20868,41365
2022,영등포구청,22242,22615,44857
2022,당산,17579,20212,37791
2022,합정,29964,31629,61593
2022,홍대입구,52112,53663,105775
2022,이대,12263,12800,25063
2022,충정로,9416,9950,19366
2022,용답,2621,2572,5193
2022,신설동,3421,3596,7017
2022,용두,2392,2398,4790
2022,시청,7806,7082,14888
2022,신당,10066,10701,20767
2022,상왕십리,8748,8449,17197
2022,왕십리,11563,10174,21737
2022,한양대,3469,3555,7024
2022,성수,18142,20031,38173
2022,건대입구,29724,31837,61561
2022,구의,15027,14801,29828
2022,잠실나루,6549,6413,12962
2022,잠실,54470,51844,106314
2022,삼성,24022,23963,47985
2022,강남,56473,55193,111666
2022,교대,15568,17343,32911
2022,방배,8573,8956,17529
2022,사당,27458,29598,57056
2022,봉천,15807,14770,30577
2022,신림,45930,44514,90444
2022,신대방,18289,17812,36101
2022,구로디지털단지,31094,30496,61590
2022,대림,16249,17059,33308
2022,신도림,36328,36715,73043
2022,문래,11868,12559,24427
2022,영등포구청,11970,12443,24413
2022,당산,11292,12207,23499
2022,합정,25608,27756,53364
2022,홍대입구,54688,57313,112001
2022,이대,8634,8970,17604
2022,아현,6613,6337,12950
2022,충정로,5092,5485,10577
2022,용답,1880,1820,3700
2022,신설동,3180,3253,6433
2022,양천구청,4134,4183,8317
2022,용두,1526,1580,3106
2022,용두,965,923,1888
2022,양천구청,2782,3002,5784
2022,신설동,2764,3093,5857
2022,용답,1435,1436,2871
2022,충정로,3464,3742,7206
2022,아현,4450,4556,9006
2022,이대,5807,6209,12016
2022,홍대입구,42621,42157,84778
2022,합정,18414,19258,37672
